% 1. Title : cyclus.spam.train
%
%
% 2. Sources:
%    (a) Creator : Zach Welch
%    (b) Date 2013-11-25
@RELATION BUGGY
@ATTRIBUTE Comment STRING
@ATTRIBUTE classification {clean,buggy}

@DATA
" Rethought IsoVector copying/assignment to do so correctly would require the CompMap to be stored in the RecipeLogger so I'm moving all lineage/id related members into an expanded CompMap class.  progress made. IsoVector rough draft complete does not yet compile.  All IsoVec-CompMap-RecipeLogger changes compile. Time for code review and test writing.",buggy
" Code review complete. Testing and documentation to follow. Then integration of Material members with new Iso/CompMap paradigm; then integration of agent members.  Some documentation written  added compmap copy constructor and fixed a typedef issue... not sure why my compiler at home didnt pick it up  documentation written for CompMap and IsoVector",buggy
" updated gtest to v1.6.0",clean
" Initial CompMap tests added  headway made on tests constructors and map interface complete  comp map class now fully tested  writing isovector tests  forgot header file",buggy
" IsoVector tests complete. I have yet to write a decay test as I'm not sure decay is working correctly. This can be done in parallel with the once-through work.",buggy
" studying Material method usage trying to minimize external changes",clean
" ResourceBuff no longer has knowlege of derived classes or Materials. All such information has been transfered to MatBuff",buggy
" Have transfered quantity responsibility to Resource/Material class  Understanding reach of material/isovector",buggy
" More Material changes. Talked with Steve got a lot of good pointers. Will make CompMap immutable.",clean
" resource buffer now tests the new paradigm  forgot to add a file",buggy
" Partway through Material test completion  finished more material tests. need to work out how the extract test will function... maybe I'll collapse some of the absorb set up into a function.",buggy
" added a function to isovector that will report the total fraction of intersecting isotopes. useful for material's serpation functionality",buggy
" this rounds out material testing. I need some eyes to look over extraction tests and it should be noted that not all corner cases have been tested. I will leave this as a ticket.  staging larger changes for Material-IsoVector.. moving non-critical facilities out of build",buggy
" BatchReactor fixed",buggy
" recipe logger updated",clean
" Null sink and source facilities fixed. I am leaving RecipeReactor alone. It takes mass through its recipe which is no longer defined behavior. It is likely this will be replaced by an iteration of the BatchReactor.  batch reactor tests header file added",buggy
" Null market passes tests",buggy
" ConverterMarket passes tests",buggy
" Greedy tests pass... I believe I'm ready to merge. Oh happy day.",buggy
" mirroring new file structure. moved all resource code to a resources folder  added cmakelists file  moved config files to config folder  moved over global cmakelists file  moved over utility's cmakelist file  making Input file  finalized Input file  Added cyclus.rng.in and moved Message.h/cpp to Models  added recipe logger to cmakelists",clean
" conformed resource buff tests to new paradigm",clean
" header file update",clean
" progress made on isovector refactor. still need to do constructors operators and decay. then testing.",clean
" updated IsoVector",clean
" updated IsoVector",clean
" operators decay and tests needed",clean
" constructors and operators look up to snuff. I took out the primary key stuff and will take care of that with the database refactor. still need to write tests.",clean
" decay lineage formulation coded. still need multiplicative operators memory checks tests and documentation",clean
" upgraded isovector memory management",clean
" added a new singleton instance called RecipeLogger who manages logging recipes",clean
" removed extraneous files",clean
" staging for final isovector work",buggy
" changed to using shared pointers for compositions and compmaps. recipelogger appears to be done so testing and documentation need to be written. then on to adjusting the much simplified isovector.",clean
" updated make process to write and run new recipe tests",clean
" wrote tests for isotopic definitions... still have a lot of thinking to do about this topic..",buggy
" adding some tests for Isotopic Definitions. name will be changed soon.",clean
